Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q6_6_TEXT,Q7,Q7_14_TEXT,Q8_4,Q9,Q10,Q10_5_TEXT,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27_2,Q28,Q29,Q30_4,Q31,Q32_4,Q33_1,Q33_2,Q33_3,Q33_4,Q33_5,Q33_6,Q33_7,Q33_8,Q33_9,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35,Q36,Q37,Q38,Q39,Q39_44_TEXT,Q40,Q41,Q41_19_TEXT,Q42,Q43,Q44,Q45,Q46,Q46_101_TEXT,Finished
Yes,Yes,Nonequity,No,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,7,No,,No,No,Yes,No,925,1600,Increase,Decrease,400,650000,Yes,500000,6,,Very satisfied,Yes,20,Somewhat less,,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,350,170,12,Intellectual Property,,United States,Chicago,,60654,Male,45,White,University of Michigan--Ann Arbor,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation,Stock",,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Defined benefit pension plan,Medical,Dental,Short-term disability,Long-term disability",,0,No,Time and a half,,8,No,,No,No,Yes,No,595,2200,Increase,Stay the same,100,285000,Yes,"15,000",,-5,Very satisfied,No,,About the same,,Mostly satisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Extremely important,Highly important,Somewhat important,Highly important,Somewhat important,Yes,170,130,8,General Litigation,,United States,Chicago,,60606,Female,45,White,University of Chicago,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Company car",,5,No,Organization doesn't compensate for overtime,,10,No,,No,No,Yes,No,400,2000,Increase,Stay the same,25,200000,Yes,"150,000",,55,Somewhat satisfied,No,,Somewhat more,,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Highly important,Somewhat important,Not important,Extremely important,Extremely important,Yes,30,5,1,General Litigation,,United States,Miami,,33146,Female,39,Prefer not to identify,Ohio State University (Moritz),,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,10,No,,Yes,No,Yes,Yes,450,1900,Decrease,Increase,350,225000,Yes,225000,8,,Somewhat satisfied,Yes,20,Somewhat less,,Mostly satisfied,Very dissatisfied,Very dissatisfied,Mostly dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Highly important,Highly important,Highly important,Highly important,Highly important,No,400,250,1,Employment,,United States,Miami,,33301,Male,40,White,University of Miami,,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on individual performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,0,No,Organization doesn't compensate for overtime,,9,No,,No,No,Yes,No,500,1800,Increase,Increase,400,240000,Yes,240000,10,,Somewhat dissatisfied,Yes,11,Much less,,Very dissatisfied,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Not important,Highly important,Not important,Highly important,Not important,Yes,1000,350,2,Cybersecurity & Privacy,,United States,Chicago,,60605,Male,37,Prefer not to identify,Other,,1
Yes,Yes,Equity,Yes,Cashouts,,"Discretionary, based on firm performance",,401K,,5,No,Organization doesn't compensate for overtime,,10,No,,No,No,No,No,1200,2300,Increase,Stay the same,1500,1000000,Yes,0,,0,Somewhat dissatisfied,No,,Somewhat less,20,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Not important,Not important,Not important,Not important,Not important,Yes,1500,300,8,Other (Please specify),,United States,Chicago,,60606,Undisclosed,49,Prefer not to identify,Other,,1
Yes,Yes,Nonequity,Yes,Bonus,,"Formulaic, based on individual performance",,"401K,Medical,Dental,Life insurance",,3,No,Time and a half,,8,No,,Yes,No,Yes,No,575,1500,Increase,Increase,300,215000,No,0,,20,Neither satisfied or dissatisfied,Yes,25,Much less,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,Mostly satisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Highly important,Not important,Not important,Somewhat important,Somewhat important,Yes,120,70,1,White Collar,,United States,New York,,11201,Male,61,Black,Northwestern University (Pritzker),,1
Yes,Yes,Equity,Yes,,,Entirely discretionary,,,,,No,Other,,8,No,,No,No,No,No,1000,1800,Stay the same,Stay the same,300,900000,No,0,,0,Very dissatisfied,No,,Much less,0,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Not important,Not important,Not important,Not important,Not important,Yes,90,45,15,General Litigation,,United States,Boston,,99999,Female,51,Prefer not to identify,Arizona State University (O'Connor),,1
Yes,Yes,Equity,Yes,Bonus,,Other,Discretionary based on firm and individual performance,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,3.5,No,Organization doesn't compensate for overtime,,6,Yes,800000,Yes,No,Yes,No,660,1400,Increase,Increase,350,375000,Yes,279000,,0,Somewhat satisfied,No,,About the same,0,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Highly important,Highly important,Somewhat important,Somewhat important,Somewhat important,Yes,750,210,3,Securities,,United States,Philadelphia,,19103,Female,60,White,Villanova University,,1
Yes,Yes,Equity,No,Bonus,,"Discretionary, based on firm performance",,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,100,No,Organization doesn't compensate for overtime,,8,Yes,"300,000",Yes,Yes,Yes,No,675,546,Stay the same,Stay the same,2100,1200000,Yes,"775,000",7,,Somewhat satisfied,Yes,0,Somewhat more,0,Mostly satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Highly important,Highly important,Somewhat important,Highly important,Highly important,Yes,750,215,26,Insurance,,United States,Philadelphia,,19103,Male,58,White,Villanova University,,1
Yes,Yes,Nonequity,No,Bonus,,"Formulaic, based on individual performance",,"401K,Cash balance pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Long-term disability,Life insurance,Gym/health club membership",,4,Yes,Time and a half,,12,Yes,300000,Yes,Yes,Yes,Yes,500,2000,Decrease,Stay the same,400,1000000,Yes,50000,12,,Very satisfied,Yes,15,Somewhat more,,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Highly important,Highly important,Highly important,Highly important,Highly important,Yes,400,56,5,Securities,,United States,Chicago,,60603,Male,54,White,Boston College,,1
Yes,Yes,Equity,No,"Bonus,Stock,Other",% of production,Other,Individual production plus % of ownership,"401K,Profit sharing plan,Medical,Short-term disability,Long-term disability,Life insurance",,10,No,Time and a half,,10,Yes,175000,No,No,Yes,Yes,200,1500,Decrease,Decrease,300,190000,No,10000,6,,Neither satisfied or dissatisfied,No,,Somewhat less,5,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Highly important,Highly important,Highly important,Highly important,Highly important,Yes,38,21,27,Employment,,United States,Other (Please specify),Jackson Ms,39211,Male,64,White,Other,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Profit sharing plan,Medical,Dental,Long-term disability,Life insurance,Gym/health club membership",,7,No,Organization doesn't compensate for overtime,,7,Yes,"$300,000 ",No,No,Yes,Yes,440,1700,Stay the same,Stay the same,200,275000,Yes,200000,,100,Somewhat satisfied,Yes,30,About the same,6,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Highly important,Highly important,Somewhat important,Highly important,Somewhat important,Yes,175,60,1,Environmental,,United States,Seattle,,98101,Male,38,White,Other,,1
Yes,Yes,Equity,Yes,"Bonus,Cashouts",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,5,No,Organization doesn't compensate for overtime,,20,No,,No,No,Yes,No,350,2350,Increase,Increase,320,210000,No,75000,,0,Very dissatisfied,No,,Much less,10,Mostly satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Yes,35,25,2,Real Estate,,United States,Houston,,77002,Female,45,Prefer not to identify,University of Houston,,1
Yes,Yes,Nonequity,No,Bonus,,Other,Partly formulaic based on hours and partly discretionary based on billable work generated and firm performance,"401K,Defined benefit pension plan,Cash balance pension plan,SERP (Supplemental Executive Retirement Plan),Medical,Dental,Short-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,8,Yes,i don't know,No,Yes,Yes,No,820,1600,Increase,Increase,900,360000,Yes,360000,8,,Neither satisfied or dissatisfied,No,,Somewhat less,,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat important,Not important,Not important,Extremely important,Not important,Yes,800,350,5,Tax,,United States,Atlanta,,30309,Male,39,White,Emory University,,1
Yes,Yes,Equity,No,"Bonus,Nonequity incentive compensation",,Entirely discretionary,,"401K,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,2.5,No,Time and a half,,10,Yes,"$300,000 ",No,No,Yes,No,670,1200,Stay the same,Increase,600,700000,No,"25,000",10,,Very satisfied,No,,Somewhat more,0,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not important,Yes,166,80,21,Employment,,United States,Other (Please specify),Cleveland,44113,Male,57,White,Harvard University,,1
Yes,Yes,Nonequity,No,"Bonus,Nonequity incentive compensation",,"Formulaic, based on individual performance",,"401K,Medical,Dental,Long-term disability,Life insurance",,0,Yes,Organization doesn't compensate for overtime,,6,No,,No,No,No,No,205,2080,Stay the same,Stay the same,100,135000,Yes,"125,000",6,,Somewhat satisfied,No,,Much less,,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly dissatisfied,Extremely important,Not important,Highly important,Extremely important,Extremely important,No,150,75,2,Insurance,,United States,Los Angeles,,90017,Male,64,White,Other,,1
Yes,Yes,Nonequity,Yes,"Bonus,Nonequity incentive compensation,Cashouts",,"Discretionary, based on firm performance",,"401K,Medical,Dental,Life insurance",,100,No,Time and a half,,9,No,,No,No,Yes,Yes,580,1400,Stay the same,Stay the same,400,375000,Yes,0,,0,Neither satisfied or dissatisfied,Yes,20,About the same,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Highly important,Somewhat important,Not important,Somewhat important,Not important,Yes,150,100,30,Intellectual Property,,United States,Chicago,,60602,Male,55,White,University of Michigan--Ann Arbor,,1
Yes,Yes,Equity,No,Bonus,,Entirely discretionary,,"401K,Profit sharing plan,Medical,Dental,Short-term disability,Long-term disability,Life insurance",,2.4,Yes,Time and a half,,9,Yes,400000,No,No,Yes,No,220,2100,Stay the same,Stay the same,180,225000,Yes,0,9,,Somewhat dissatisfied,No,,Somewhat less,2,Mostly dissatisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Mostly satisfied,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,30,13,2,Government Contracts,,United States,Chicago,,60606,Male,38,White,Illinois Institute of Technology (Chicago - Kent),,1
Yes,Yes,Nonequity,No,"Bonus,Other",Fixed Share Equity upon entering partnership,Entirely discretionary,,"Medical,Long-term disability",,,No,Organization doesn't compensate for overtime,,12,No,,No,No,Yes,No,772,1200,Stay the same,Increase,1200,268000,No,268000,16,,Somewhat dissatisfied,Yes,20,Somewhat less,,Neither satisfied nor dissatisfied,Mostly dissatisfied,Mostly satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Very satisfied,Extremely important,Somewhat important,Not important,Highly important,Somewhat important,No,1000,350,2,White Collar,,Western Europe,,,,Female,44,White,Other,,1
Yes,Yes,Nonequity,No,"Bonus,Other",salary,"Formulaic, based on individual performance",,"401K,Medical,Dental,Long-term disability",,5,No,Organization doesn't compensate for overtime,,6,No,,No,No,Yes,No,250,1650,Decrease,Increase,60,220000,Yes,0,5,,Somewhat satisfied,No,,Somewhat less,,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Extremely important,Highly important,Extremely important,Highly important,Extremely important,Yes,75,30,15,General Litigation,,United States,Houston,,77002,Male,59,White,Other,,1
Yes,Yes,Equity,No,,,No plan,,,,,No,Time and a half,,10,No,,Yes,Yes,No,Yes,90,1000,Decrease,Decrease,1000,75000,Yes,5000,10,,Very dissatisfied,Yes,20,About the same,100,Very satisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Neither satisfied nor dissatisfied,Mostly satisfied,Mostly satisfied,Very satisfied,Mostly satisfied,Highly important,Highly important,Highly important,Highly important,Highly important,Yes,50,25,10,Commercial Contracts,,Asia-Pacific,,,,Male,50,White,Harvard University,,1
Yes,Yes,Equity,Yes,"Bonus,Nonequity incentive compensation,Other",Bulk of compensation to partners (both equity and nonequity) above a base is based on bonus for performance,Other,A local advisory team of equity partners and the firm's management team analyze each partners performance during the preceding year and come to an agreement on the appropriate level of compensation for each partner. The partner is advised an dthen has a brief period of appeal before the numbers are finalzied an dthe compensation paid.,"401K,Profit sharing plan,Cash balance pension plan,Medical,Dental,Long-term disability",,0,No,Other,For partners or staff? Partners donot get overtime pay. ,9,Yes,I have no idea,No,No,Yes,No,1150,2050,Decrease,Increase,1250,3500000,Yes,I cannot answer this question. My comp is based on a percentage of the firm's profit plus a bonus. Neither is fixed,,15,Very satisfied,No,,About the same,33,Very satisfied,Very satisfied,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Very satisfied,Not important,Not important,Not important,Not important,Not important,Yes,1450,659,9,Real Estate,,United States,New York,,10019,Male,72,White,Columbia University,,1
